Dataset  ;Spectrum fi;ID       ;Time/ch  ;Fit min  ;Fit max  ;Chi-sqr/x;Std dev  ;Lifet-1  ;Std dev  ;Sigma-1  ;Std dev  ;Itens-1  ;Std dev  ;Lifet-2  ;Std dev  ;Sigma-2  ;Std dev  ;Itens-2  ;Std dev  ;LT_mean  ;Std dev  ;Bkg      ;Std dev  ;T0       ;Std dev  ;Area(fit)   ;Area(table) ;
   1     ;180_230.dat;00001 Unt;0.005000 ;1367     ;8284     ;1.038    ;0.017    ;0.1872   ;0.0012   ;0.0000   ;0.0000   ;96.9049  ;2.7598   ;0.2664   ;0.0346   ;0.0000   ;0.0000   ;3.0951   ;2.7598   ;0.1896   ;0.0001   ;8.5414   ;0.0355   ;1399.9838;0.0209   ;5.73551E+06 ;5.73500E+06 ;
