Dataset  ;Spectrum fi;ID       ;Time/ch  ;Fit min  ;Fit max  ;Chi-sqr/x;Std dev  ;Lifet-1  ;Std dev  ;Sigma-1  ;Std dev  ;Itens-1  ;Std dev  ;Lifet-2  ;Std dev  ;Sigma-2  ;Std dev  ;Itens-2  ;Std dev  ;LT_mean  ;Std dev  ;Bkg      ;Std dev  ;T0       ;Std dev  ;Area(fit)   ;Area(table) ;
   1     ;180_230.dat;00004  14;0.020000 ;1367     ;8284     ;23.574   ;0.017    ;0.5901   ;0.0000   ;0.0000   ;0.0000   ;*********;872.3445 ;0.5900   ;0.0000   ;0.0000   ;0.0000   ;*********;872.3445 ;0.1610   ;0.0004   ;8.6462   ;0.0351   ;1380.6417;0.0168   ;5.55239E+06 ;5.73500E+06 ;
