Dataset  ;Spectr;ID       ;Time/ch  ;Fit min  ;Fit max  ;Chi-sqr/x;Std dev  ;Lifet-1  ;Std dev  ;Sigma-1  ;Std dev  ;Itens-1  ;Std dev  ;Lifet-2  ;Std dev  ;Sigma-2  ;Std dev  ;Itens-2  ;Std dev  ;LT_mean  ;Std dev  ;Bkg      ;Std dev  ;T0       ;Std dev  ;Area(fit)   ;Area(table) ;
   1     ;91.dat;00001 Unt;0.005000 ;1366     ;8283     ;1.069    ;0.017    ;0.1423   ;0.0004   ;0.0000   ;0.0000   ;89.9224  ;0.4474   ;0.2802   ;0.0032   ;0.0000   ;0.0000   ;10.0776  ;0.4474   ;0.1562   ;0.0001   ;8.4850   ;0.0352   ;1400.0285;0.0196   ;5.73440E+06 ;5.73500E+06 ;
