Dataset  ;Spectru;ID       ;Time/ch  ;Fit min  ;Fit max  ;Chi-sqr/x;Std dev  ;Lifet-1  ;Std dev  ;Sigma-1  ;Std dev  ;Itens-1  ;Std dev  ;Lifet-2  ;Std dev  ;Sigma-2  ;Std dev  ;Itens-2  ;Std dev  ;LT_mean  ;Std dev  ;Bkg      ;Std dev  ;T0       ;Std dev  ;Area(fit)   ;Area(table) ;
   1     ;313.dat;00001 Unt;0.003000 ;2939     ;8608     ;0.628    ;0.019    ;0.3216   ;0.0079   ;0.0000   ;0.0000   ;67.2705  ;17.1422  ;0.3819   ;0.0156   ;0.0000   ;0.0000   ;32.7295  ;17.1422  ;0.3414   ;0.0001   ;0.5162   ;0.0160   ;3000.0026;0.0330   ;1.00052E+07 ;1.00050E+07 ;
