Dataset  ;Spectrum fil;ID       ;Time/ch  ;Fit min  ;Fit max  ;Chi-sqr/x;Std dev  ;Lifet-1  ;Std dev  ;Sigma-1  ;Std dev  ;Itens-1  ;Std dev  ;Lifet-2  ;Std dev  ;Sigma-2  ;Std dev  ;Itens-2  ;Std dev  ;LT_mean  ;Std dev  ;Bkg      ;Std dev  ;T0       ;Std dev  ;Area(fit)   ;Area(table) ;
   1     ;260_5050.dat;00001 Unt;0.003000 ;2937     ;8607     ;0.592    ;0.019    ;0.1814   ;0.0020   ;0.0000   ;0.0000   ;52.0974  ;2.3389   ;0.2619   ;0.0020   ;0.0000   ;0.0000   ;47.9026  ;2.3389   ;0.2200   ;0.0001   ;0.5127   ;0.0152   ;3000.0154;0.0330   ;1.00049E+07 ;1.00050E+07 ;
