Dataset  ;Spectrum fil;ID       ;Time/ch  ;Fit min  ;Fit max  ;Chi-sqr/x;Std dev  ;Lifet-1  ;Std dev  ;Sigma-1  ;Std dev  ;Itens-1  ;Std dev  ;Lifet-2  ;Std dev  ;Sigma-2  ;Std dev  ;Itens-2  ;Std dev  ;LT_mean  ;Std dev  ;Bkg      ;Std dev  ;T0       ;Std dev  ;Area(fit)   ;Area(table) ;
   1     ;250_8020.dat;00001 Unt;0.003000 ;2937     ;8606     ;0.578    ;0.019    ;0.1811   ;0.0011   ;0.0000   ;0.0000   ;82.5031  ;2.3010   ;0.2548   ;0.0047   ;0.0000   ;0.0000   ;17.4969  ;2.3010   ;0.1940   ;0.0001   ;0.5132   ;0.0151   ;3000.0041;0.0296   ;1.00049E+07 ;1.00050E+07 ;
