Dataset  ;Spectrum fil;ID       ;Time/ch  ;Fit min  ;Fit max  ;Chi-sqr/x;Std dev  ;Lifet-1  ;Std dev  ;Sigma-1  ;Std dev  ;Itens-1  ;Std dev  ;Lifet-2  ;Std dev  ;Sigma-2  ;Std dev  ;Itens-2  ;Std dev  ;LT_mean  ;Std dev  ;Bkg      ;Std dev  ;T0       ;Std dev  ;Area(fit)   ;Area(table) ;
   1     ;270_2080.dat;00001 Unt;0.003000 ;2938     ;8607     ;0.614    ;0.019    ;0.1827   ;0.0048   ;0.0000   ;0.0000   ;21.5349  ;2.1920   ;0.2710   ;0.0013   ;0.0000   ;0.0000   ;78.4651  ;2.1920   ;0.2520   ;0.0001   ;0.5145   ;0.0153   ;3000.0198;0.0372   ;1.00050E+07 ;1.00050E+07 ;
