Dataset  ;Spectrum fil;ID       ;Time/ch  ;Fit min  ;Fit max  ;Chi-sqr/x;Std dev  ;Lifet-1  ;Std dev  ;Sigma-1  ;Std dev  ;Itens-1  ;Std dev  ;Lifet-2  ;Std dev  ;Sigma-2  ;Std dev  ;Itens-2  ;Std dev  ;LT_mean  ;Std dev  ;Bkg      ;Std dev  ;T0       ;Std dev  ;Area(fit)   ;Area(table) ;
   1     ;240_8020.dat;00001 Unt;0.003000 ;2937     ;8606     ;0.575    ;0.019    ;0.1814   ;0.0013   ;0.0000   ;0.0000   ;83.7984  ;3.1152   ;0.2467   ;0.0060   ;0.0000   ;0.0000   ;16.2016  ;3.1152   ;0.1920   ;0.0001   ;0.5131   ;0.0151   ;3000.0043;0.0297   ;1.00049E+07 ;1.00050E+07 ;
