Dataset  ;Spectr;ID       ;Time/ch  ;Fit min  ;Fit max  ;Chi-sqr/x;Std dev  ;Lifet-1  ;Std dev  ;Sigma-1  ;Std dev  ;Itens-1  ;Std dev  ;Lifet-2  ;Std dev  ;Sigma-2  ;Std dev  ;Itens-2  ;Std dev  ;LT_mean  ;Std dev  ;Bkg      ;Std dev  ;T0       ;Std dev  ;Area(fit)   ;Area(table) ;
   1     ;91.dat;00001 Unt;0.005000 ;1366     ;8283     ;1.074    ;0.017    ;0.1472   ;0.0015   ;0.0000   ;0.0000   ;93.0871  ;4.8683   ;0.1998   ;0.0180   ;0.0000   ;0.0000   ;6.9129   ;4.8683   ;0.1508   ;0.0001   ;8.4859   ;0.0350   ;1400.0165;0.0211   ;5.73452E+06 ;5.73500E+06 ;
