Dataset  ;Spectr;ID       ;Time/ch  ;Fit min  ;Fit max  ;Chi-sqr/x;Std dev  ;Lifet-1  ;Std dev  ;Sigma-1  ;Std dev  ;Itens-1  ;Std dev  ;Lifet-2  ;Std dev  ;Sigma-2  ;Std dev  ;Itens-2  ;Std dev  ;LT_mean  ;Std dev  ;Bkg      ;Std dev  ;T0       ;Std dev  ;Area(fit)   ;Area(table) ;
   1     ;64.dat;00001 Unt;0.005000 ;1367     ;8283     ;1.066    ;0.017    ;0.1313   ;0.0019   ;0.0000   ;0.0000   ;60.2455  ;3.5070   ;0.1903   ;0.0026   ;0.0000   ;0.0000   ;39.7545  ;3.5070   ;0.1548   ;0.0001   ;8.4843   ;0.0350   ;1400.0204;0.0238   ;5.73451E+06 ;5.73500E+06 ;
