Dataset  ;Spectr;ID       ;Time/ch  ;Fit min  ;Fit max  ;Chi-sqr/x;Std dev  ;Lifet-1  ;Std dev  ;Sigma-1  ;Std dev  ;Itens-1  ;Std dev  ;Lifet-2  ;Std dev  ;Sigma-2  ;Std dev  ;Itens-2  ;Std dev  ;LT_mean  ;Std dev  ;Bkg      ;Std dev  ;T0       ;Std dev  ;Area(fit)   ;Area(table) ;
   1     ;28.dat;00001 Unt;0.005000 ;1366     ;8283     ;1.068    ;0.017    ;0.0803   ;0.0018   ;0.0000   ;0.0000   ;20.0108  ;0.4935   ;0.1900   ;0.0004   ;0.0000   ;0.0000   ;79.9892  ;0.4935   ;0.1680   ;0.0002   ;8.4846   ;0.0350   ;1400.0484;0.0373   ;5.73447E+06 ;5.73500E+06 ;
