Dataset  ;Spectrum fi;ID       ;Time/ch  ;Fit min  ;Fit max  ;Chi-sqr/x;Std dev  ;Lifet-1  ;Std dev  ;Sigma-1  ;Std dev  ;Itens-1  ;Std dev  ;Lifet-2  ;Std dev  ;Sigma-2  ;Std dev  ;Itens-2  ;Std dev  ;LT_mean  ;Std dev  ;Bkg      ;Std dev  ;T0       ;Std dev  ;Area(fit)   ;Area(table) ;
   1     ;180_230.dat;00004  14;0.020000 ;1367     ;8284     ;84.422   ;0.017    ;1.1859   ;0.0000   ;0.0000   ;0.0000   ;*********;116.1735 ;1.1858   ;0.0000   ;0.0000   ;0.0000   ;*********;116.1735 ;0.9345   ;0.0005   ;8.9649   ;0.0351   ;1395.2892;0.0087   ;5.13291E+06 ;5.73500E+06 ;
