Dataset  ;Spectrum fi;ID       ;Time/ch  ;Fit min  ;Fit max  ;Chi-sqr/x;Std dev  ;Lifet-1  ;Std dev  ;Sigma-1  ;Std dev  ;Itens-1  ;Std dev  ;Lifet-2  ;Std dev  ;Sigma-2  ;Std dev  ;Itens-2  ;Std dev  ;LT_mean  ;Std dev  ;Bkg      ;Std dev  ;T0       ;Std dev  ;Area(fit)   ;Area(table) ;
   1     ;180_230.dat;00001 Unt;0.005000 ;1367     ;8284     ;1.077    ;0.017    ;0.1805   ;0.0044   ;0.0000   ;0.0000   ;74.9377  ;14.4739  ;0.2244   ;0.0125   ;0.0000   ;0.0000   ;25.0623  ;14.4739  ;0.1915   ;0.0001   ;8.5002   ;0.0352   ;1400.0055;0.0230   ;5.73507E+06 ;5.73500E+06 ;
