Dataset  ;Spectrum file;ID       ;Time/ch  ;Fit min  ;Fit max  ;Chi-sqr/x;Std dev  ;Lifet-1  ;Std dev  ;Sigma-1  ;Std dev  ;Itens-1  ;Std dev  ;Lifet-2  ;Std dev  ;Sigma-2  ;Std dev  ;Itens-2  ;Std dev  ;LT_mean  ;Std dev  ;Bkg      ;Std dev  ;T0       ;Std dev  ;Area(fit)   ;Area(table) ;
   1     ;220_50_50.dat;00001 Unt;0.005000 ;1367     ;8283     ;1.070    ;0.017    ;0.1729   ;0.0098   ;0.0000   ;0.0000   ;36.3268  ;16.3034  ;0.2151   ;0.0054   ;0.0000   ;0.0000   ;63.6732  ;16.3034  ;0.1998   ;0.0001   ;8.4856   ;0.0352   ;1400.0333;0.0250   ;5.73447E+06 ;5.73500E+06 ;
