Dataset  ;Spectrum;ID       ;Time/ch  ;Fit min  ;Fit max  ;Chi-sqr/x;Std dev  ;Lifet-1  ;Std dev  ;Sigma-1  ;Std dev  ;Itens-1  ;Std dev  ;Lifet-2  ;Std dev  ;Sigma-2  ;Std dev  ;Itens-2  ;Std dev  ;Lifet-3  ;Std dev  ;Sigma-3  ;Std dev  ;Itens-3  ;Std dev  ;LT_mean  ;Std dev  ;Bkg      ;Std dev  ;T0       ;Std dev  ;Area(fit)   ;Area(table) ;
   1     ;3070.dat;00001 Unt;0.003000 ;2939     ;8606     ;0.778    ;0.019    ;0.2216   ;0.0032   ;0.0000   ;0.0000   ;30.1375  ;1.3249   ;0.3709   ;0.0017   ;0.0000   ;0.0000   ;69.7058  ;1.3174   ;1.9054   ;0.0997   ;0.0000   ;0.0000   ;0.1567   ;0.0124   ;0.3283   ;0.0002   ;0.5240   ;0.0248   ;2999.9973;0.0383   ;1.00052E+07 ;1.00050E+07 ;
