Dataset  ;Spectrum;ID       ;Time/ch  ;Fit min  ;Fit max  ;Chi-sqr/x;Std dev  ;Lifet-1  ;Std dev  ;Sigma-1  ;Std dev  ;Itens-1  ;Std dev  ;Lifet-2  ;Std dev  ;Sigma-2  ;Std dev  ;Itens-2  ;Std dev  ;Lifet-3  ;Std dev  ;Sigma-3  ;Std dev  ;Itens-3  ;Std dev  ;LT_mean  ;Std dev  ;Bkg      ;Std dev  ;T0       ;Std dev  ;Area(fit)   ;Area(table) ;
   1     ;8020.dat;00001 Unt;0.003000 ;2939     ;8608     ;0.777    ;0.019    ;0.3373   ;0.0038   ;0.0000   ;0.0000   ;97.7595  ;7.4466   ;0.4401   ;0.2010   ;0.0000   ;0.0000   ;2.0840   ;7.4304   ;1.9073   ;0.1406   ;0.0000   ;0.0000   ;0.1565   ;0.0210   ;0.3419   ;0.0002   ;0.5233   ;0.0262   ;3000.0023;0.0324   ;1.00053E+07 ;1.00050E+07 ;
