Dataset  ;Spectrum file;ID       ;Time/ch  ;Fit min  ;Fit max  ;Chi-sqr/x;Std dev  ;Lifet-1  ;Std dev  ;Sigma-1  ;Std dev  ;Itens-1  ;Std dev  ;Lifet-2  ;Std dev  ;Sigma-2  ;Std dev  ;Itens-2  ;Std dev  ;LT_mean  ;Std dev  ;Bkg      ;Std dev  ;T0       ;Std dev  ;Area(fit)   ;Area(table) ;
   1     ;180_50_50.dat;00001 Unt;0.005000 ;1367     ;8283     ;1.032    ;0.017    ;0.1474   ;0.0051   ;0.0000   ;0.0000   ;43.1493  ;13.5156  ;0.1783   ;0.0036   ;0.0000   ;0.0000   ;56.8507  ;13.5156  ;0.1650   ;0.0001   ;8.5268   ;0.0352   ;1400.0029;0.0140   ;1.70347E+07 ;1.70350E+07 ;
