Dataset  ;Spectrum file;ID       ;Time/ch  ;Fit min  ;Fit max  ;Chi-sqr/x;Std dev  ;Lifet-1  ;Std dev  ;Sigma-1  ;Std dev  ;Itens-1  ;Std dev  ;Lifet-2  ;Std dev  ;Sigma-2  ;Std dev  ;Itens-2  ;Std dev  ;Lifet-3  ;Std dev  ;Sigma-3  ;Std dev  ;Itens-3  ;Std dev  ;LT_mean  ;Std dev  ;Bkg      ;Std dev  ;T0       ;Std dev  ;Area(fit)   ;Area(table) ;
   1     ;180_20_80.dat;00001 Unt;0.005000 ;1386     ;8282     ;1.070    ;0.017    ;0.1478   ;0.0230   ;0.0000   ;0.0000   ;17.4933  ;25.9852  ;0.1795   ;0.0052   ;0.0000   ;0.0000   ;82.5044  ;25.9790  ;1.3726   ;5.9957   ;0.0000   ;0.0000   ;0.0022   ;0.0098   ;0.1739   ;0.0001   ;8.4798   ;0.0383   ;1400.0093;0.0129   ;5.73462E+06 ;5.73500E+06 ;
