Dataset  ;Spectrum ;ID       ;Time/ch  ;Fit min  ;Fit max  ;Chi-sqr/x;Std dev  ;Lifet-1  ;Std dev  ;Sigma-1  ;Std dev  ;Itens-1  ;Std dev  ;LT_mean  ;Std dev  ;Bkg      ;Std dev  ;T0       ;Std dev  ;Area(fit)   ;Area(table) ;
   1     ;50-50.dat;00001 Unt;0.003000 ;2940     ;8609     ;1.280    ;0.019    ;0.4080   ;0.0002   ;0.0000   ;0.0000   ;100.0000 ;0.0000   ;0.4080   ;0.0002   ;1.0323   ;0.0176   ;2999.6541;0.0280   ;1.00060E+07 ;1.00050E+07 ;
