Dataset  ;Spectrum ;ID       ;Time/ch  ;Fit min  ;Fit max  ;Chi-sqr/x;Std dev  ;Lifet-1  ;Std dev  ;Sigma-1  ;Std dev  ;Itens-1  ;Std dev  ;LT_mean  ;Std dev  ;Bkg      ;Std dev  ;T0       ;Std dev  ;Area(fit)   ;Area(table) ;
   1     ;20-80.dat;00001 Unt;0.003000 ;2941     ;8609     ;1.170    ;0.019    ;0.4295   ;0.0002   ;0.0000   ;0.0000   ;100.0000 ;0.0000   ;0.4295   ;0.0002   ;1.0052   ;0.0177   ;2999.7568;0.0285   ;1.00063E+07 ;1.00050E+07 ;
