Dataset  ;Spectrum ;ID       ;Time/ch  ;Fit min  ;Fit max  ;Chi-sqr/x;Std dev  ;Lifet-1  ;Std dev  ;Sigma-1  ;Std dev  ;Itens-1  ;Std dev  ;LT_mean  ;Std dev  ;Bkg      ;Std dev  ;T0       ;Std dev  ;Area(fit)   ;Area(table) ;
   1     ;90-10.dat;00001 Unt;0.003000 ;2940     ;8609     ;1.223    ;0.019    ;0.3788   ;0.0001   ;0.0000   ;0.0000   ;100.0000 ;0.0000   ;0.3788   ;0.0001   ;1.0472   ;0.0175   ;2999.8222;0.0273   ;1.00062E+07 ;1.00050E+07 ;
