Dataset  ;Spectrum fil;ID       ;Time/ch  ;Fit min  ;Fit max  ;Chi-sqr/x;Std dev  ;Lifet-1  ;Std dev  ;Sigma-1  ;Std dev  ;Itens-1  ;Std dev  ;LT_mean  ;Std dev  ;Bkg      ;Std dev  ;T0       ;Std dev  ;Area(fit)   ;Area(table) ;
   1     ;99,5-1,5.dat;00001 Unt;0.003000 ;2940     ;8609     ;1.189    ;0.019    ;0.3717   ;0.0001   ;0.0000   ;0.0000   ;100.0000 ;0.0000   ;0.3717   ;0.0001   ;1.0451   ;0.0175   ;2999.9156;0.0271   ;1.00063E+07 ;1.00050E+07 ;
