Dataset  ;Spectrum file;ID       ;Time/ch  ;Fit min  ;Fit max  ;Chi-sqr/x;Std dev  ;Lifet-1  ;Std dev  ;Sigma-1  ;Std dev  ;Itens-1  ;Std dev  ;Lifet-2  ;Std dev  ;Sigma-2  ;Std dev  ;Itens-2  ;Std dev  ;LT_mean  ;Std dev  ;Bkg      ;Std dev  ;T0       ;Std dev  ;Area(fit)   ;Area(table) ;
   1     ;320_50_50.dat;00001 Unt;0.005000 ;1368     ;8284     ;1.068    ;0.017    ;0.2178   ;0.0033   ;0.0000   ;0.0000   ;48.1546  ;3.0255   ;0.3180   ;0.0030   ;0.0000   ;0.0000   ;51.8454  ;3.0255   ;0.2698   ;0.0002   ;8.4814   ;0.0356   ;1400.0312;0.0249   ;5.73446E+06 ;5.73500E+06 ;
