Dataset  ,Spectrum file,ID       ,Time/ch  ,Fit min  ,Fit max  ,Chi-sqr/x,Std dev  ,Lifet-1  ,Std dev  ,Sigma-1  ,Std dev  ,Itens-1  ,Std dev  ,Lifet-2  ,Std dev  ,Sigma-2  ,Std dev  ,Itens-2  ,Std dev  ,LT_mean  ,Std dev  ,Bkg      ,Std dev  ,T0       ,Std dev  ,Area(fit)   ,Area(table) 
1,250_20_80.dat,00001 Unt,0.005,1367,8284,1.07,0.017,0.1768,0.056,0,0,3.4353,5.358,0.2462,0.002,0,0,96.5647,5.358,0.2438,0.0002,8.4839,0.0353,1400.0352,0.0284,5.73E+06,5.74E+06
