Dataset  ;Spectrum fil;ID       ;Time/ch  ;Fit min  ;Fit max  ;Chi-sqr/x;Std dev  ;Lifet-1  ;Std dev  ;Sigma-1  ;Std dev  ;Itens-1  ;Std dev  ;Lifet-2  ;Std dev  ;Sigma-2  ;Std dev  ;Itens-2  ;Std dev  ;Lifet-3  ;Std dev  ;Sigma-3  ;Std dev  ;Itens-3  ;Std dev  ;LT_mean  ;Std dev  ;Bkg      ;Std dev  ;T0       ;Std dev  ;Area(fit)   ;Area(table) ;
   1     ;99p5-1p5.dat;00001 Unt;0.003000 ;2939     ;8608     ;0.848    ;0.019    ;0.3442   ;0.0035   ;0.0000   ;0.0000   ;99.6268  ;7.0282   ;0.4581   ;1.8543   ;0.0000   ;0.0000   ;0.2192   ;7.0198   ;2.5248   ;0.1550   ;0.0000   ;0.0000   ;0.1540   ;0.0114   ;0.3478   ;0.0005   ;0.5164   ;0.0341   ;3000.0120;0.0322   ;1.00052E+07 ;1.00050E+07 ;
