Dataset  ;Spectrum fil;ID       ;Time/ch  ;Fit min  ;Fit max  ;Chi-sqr/x;Std dev  ;Lifet-1  ;Std dev  ;Sigma-1  ;Std dev  ;Itens-1  ;Std dev  ;Lifet-2  ;Std dev  ;Sigma-2  ;Std dev  ;Itens-2  ;Std dev  ;Lifet-3  ;Std dev  ;Sigma-3  ;Std dev  ;Itens-3  ;Std dev  ;LT_mean  ;Std dev  ;Bkg      ;Std dev  ;T0       ;Std dev  ;Area(fit)   ;Area(table) ;
   1     ;99p5-1p5.dat;00001 Unt;0.003000 ;2940     ;8608     ;0.847    ;0.019    ;0.3554   ;0.0001   ;0.0000   ;0.0000   ;99.8442  ;0.0055   ;2.5030   ;0.0967   ;0.0000   ;0.0000   ;0.1558   ;0.0055   ;0.0000   ;0.0000   ;0.0000   ;0.0000   ;0.0000   ;0.0000   ;0.3587   ;0.0002   ;0.5191   ;0.0300   ;3000.0110;0.0270   ;1.00052E+07 ;1.00050E+07 ;
