Dataset  ;Spectrum ;ID       ;Time/ch  ;Fit min  ;Fit max  ;Chi-sqr/x;Std dev  ;Lifet-1  ;Std dev  ;Sigma-1  ;Std dev  ;Itens-1  ;Std dev  ;Lifet-2  ;Std dev  ;Sigma-2  ;Std dev  ;Itens-2  ;Std dev  ;Lifet-3  ;Std dev  ;Sigma-3  ;Std dev  ;Itens-3  ;Std dev  ;LT_mean  ;Std dev  ;Bkg      ;Std dev  ;T0       ;Std dev  ;Area(fit)   ;Area(table) ;
   1     ;90-10.dat;00001 Unt;0.003000 ;2940     ;8607     ;1.375    ;0.019    ;0.3553   ;0.0001   ;0.0000   ;0.0000   ;100.0000 ;0.0000   ;0.0000   ;0.0000   ;0.0000   ;0.0000   ;0.0000   ;0.0000   ;0.0000   ;0.0000   ;0.0000   ;0.0000   ;0.0000   ;0.0000   ;0.3553   ;0.0001   ;1.0745   ;0.0175   ;2999.7341;0.0267   ;1.00058E+07 ;1.00050E+07 ;
