Dataset  ;Spectrum file;ID       ;Time/ch  ;Fit min  ;Fit max  ;Chi-sqr/x;Std dev  ;Lifet-1  ;Std dev  ;Sigma-1  ;Std dev  ;Itens-1  ;Std dev  ;Lifet-2  ;Std dev  ;Sigma-2  ;Std dev  ;Itens-2  ;Std dev  ;LT_mean  ;Std dev  ;Bkg      ;Std dev  ;T0       ;Std dev  ;Area(fit)   ;Area(table) ;
   1     ;200_50_50.dat;00001 Unt;0.005000 ;1367     ;8283     ;1.007    ;0.017    ;0.1484   ;0.0023   ;0.0000   ;0.0000   ;47.4564  ;4.0752   ;0.1989   ;0.0019   ;0.0000   ;0.0000   ;52.5436  ;4.0752   ;0.1750   ;0.0001   ;25.5557  ;0.0623   ;1400.0032;0.0142   ;1.72051E+07 ;1.72050E+07 ;
