Dataset  ;Spectrum file;ID       ;Time/ch  ;Fit min  ;Fit max  ;Chi-sqr/x;Std dev  ;Lifet-1  ;Std dev  ;Sigma-1  ;Std dev  ;Itens-1  ;Std dev  ;Lifet-2  ;Std dev  ;Sigma-2  ;Std dev  ;Itens-2  ;Std dev  ;Lifet-3  ;Std dev  ;Sigma-3  ;Std dev  ;Itens-3  ;Std dev  ;LT_mean  ;Std dev  ;Bkg      ;Std dev  ;T0       ;Std dev  ;Area(fit)   ;Area(table) ;
   1     ;250_50_50.dat;00001 Unt;0.005000 ;1367     ;8283     ;1.065    ;0.017    ;0.1484   ;0.0020   ;0.0000   ;0.0000   ;48.8068  ;1.9863   ;0.2486   ;0.0023   ;0.0000   ;0.0000   ;51.1898  ;1.9710   ;1.2313   ;5.4676   ;0.0000   ;0.0000   ;0.0034   ;0.0225   ;0.1998   ;0.0002   ;8.4797   ;0.0383   ;1400.0341;0.0261   ;5.73455E+06 ;5.73500E+06 ;
