Dataset  ;Spectrum file;ID       ;Time/ch  ;Fit min  ;Fit max  ;Chi-sqr/x;Std dev  ;Lifet-1  ;Std dev  ;Sigma-1  ;Std dev  ;Itens-1  ;Std dev  ;Lifet-2  ;Std dev  ;Sigma-2  ;Std dev  ;Itens-2  ;Std dev  ;LT_mean  ;Std dev  ;Bkg      ;Std dev  ;T0       ;Std dev  ;Area(fit)   ;Area(table) ;
   1     ;190_20_80.dat;00001 Unt;0.005000 ;1377     ;8283     ;1.072    ;0.017    ;0.1448   ;0.0124   ;0.0000   ;0.0000   ;16.3539  ;8.9235   ;0.1891   ;0.0024   ;0.0000   ;0.0000   ;83.6461  ;8.9235   ;0.1819   ;0.0001   ;8.4853   ;0.0350   ;1400.0215;0.0187   ;5.73458E+06 ;5.73500E+06 ;
