Dataset  ;Spectrum file;ID       ;Time/ch  ;Fit min  ;Fit max  ;Chi-sqr/x;Std dev  ;Lifet-1  ;Std dev  ;Sigma-1  ;Std dev  ;Itens-1  ;Std dev  ;Lifet-2  ;Std dev  ;Sigma-2  ;Std dev  ;Itens-2  ;Std dev  ;Lifet-3  ;Std dev  ;Sigma-3  ;Std dev  ;Itens-3  ;Std dev  ;LT_mean  ;Std dev  ;Bkg      ;Std dev  ;T0       ;Std dev  ;Area(fit)   ;Area(table) ;
   1     ;200_50_50.dat;00001 Unt;0.005000 ;1377     ;8282     ;1.071    ;0.017    ;0.1460   ;0.0042   ;0.0000   ;0.0000   ;45.0841  ;6.8118   ;0.0035   ;0.0018   ;0.0000   ;0.0000   ;-2.1249  ;0.0256   ;0.1973   ;0.0030   ;0.0000   ;0.0000   ;57.0408  ;6.8118   ;0.1783   ;0.0002   ;8.4855   ;0.0350   ;1399.3308;0.0364   ;5.73468E+06 ;5.73500E+06 ;
