Dataset  ;Spectrum fil;ID       ;Time/ch  ;Fit min  ;Fit max  ;Chi-sqr/x;Std dev  ;Lifet-1  ;Std dev  ;Sigma-1  ;Std dev  ;Itens-1  ;Std dev  ;Lifet-2  ;Std dev  ;Sigma-2  ;Std dev  ;Itens-2  ;Std dev  ;Lifet-3  ;Std dev  ;Sigma-3  ;Std dev  ;Itens-3  ;Std dev  ;LT_mean  ;Std dev  ;Bkg      ;Std dev  ;T0       ;Std dev  ;Area(fit)   ;Area(table) ;
   1     ;99,5-1,5.dat;00001 Unt;0.003000 ;2940     ;8609     ;0.828    ;0.019    ;0.3703   ;0.0002   ;0.0000   ;0.0000   ;99.8549  ;0.0095   ;2.0438   ;0.0005   ;0.0000   ;0.0000   ;-27.4806 ;0.0123   ;2.0413   ;0.0002   ;0.0000   ;0.0000   ;27.6257  ;0.0091   ;0.3721   ;0.0002   ;0.5337   ;0.0255   ;3000.0085;0.0274   ;1.00053E+07 ;1.00050E+07 ;
