Dataset  ;Spectrum ;ID       ;Time/ch  ;Fit min  ;Fit max  ;Chi-sqr/x;Std dev  ;Lifet-1  ;Std dev  ;Sigma-1  ;Std dev  ;Itens-1  ;Std dev  ;Lifet-2  ;Std dev  ;Sigma-2  ;Std dev  ;Itens-2  ;Std dev  ;Lifet-3  ;Std dev  ;Sigma-3  ;Std dev  ;Itens-3  ;Std dev  ;LT_mean  ;Std dev  ;Bkg      ;Std dev  ;T0       ;Std dev  ;Area(fit)   ;Area(table) ;
   1     ;80-20.dat;00001 Unt;0.003000 ;2940     ;8609     ;0.821    ;0.019    ;0.3701   ;0.0123   ;0.0000   ;0.0000   ;79.0015  ;29.2774  ;0.4381   ;0.0499   ;0.0000   ;0.0000   ;20.8387  ;29.2678  ;2.4651   ;0.1570   ;0.0000   ;0.0000   ;0.1598   ;0.0133   ;0.3876   ;0.0002   ;0.5235   ;0.0337   ;3000.0050;0.0346   ;1.00053E+07 ;1.00050E+07 ;
