Dataset  ;Spectr;ID       ;Time/ch  ;Fit min  ;Fit max  ;Chi-sqr/x;Std dev  ;Lifet-1  ;Std dev  ;Sigma-1  ;Std dev  ;Itens-1  ;Std dev  ;Lifet-2  ;Std dev  ;Sigma-2  ;Std dev  ;Itens-2  ;Std dev  ;LT_mean  ;Std dev  ;Bkg      ;Std dev  ;T0       ;Std dev  ;Area(fit)   ;Area(table) ;
   1     ;55.dat;00001 Unt;0.005000 ;1385     ;8282     ;1.068    ;0.017    ;0.1025   ;0.0004   ;0.0000   ;0.0000   ;50.1502  ;0.2119   ;0.2802   ;0.0005   ;0.0000   ;0.0000   ;49.8498  ;0.2119   ;0.1911   ;0.0001   ;8.4799   ;0.0353   ;1400.0086;0.0122   ;5.73457E+06 ;5.73500E+06 ;
