Dataset  ;Spectr;ID       ;Time/ch  ;Fit min  ;Fit max  ;Chi-sqr/x;Std dev  ;Lifet-1  ;Std dev  ;Sigma-1  ;Std dev  ;Itens-1  ;Std dev  ;Lifet-2  ;Std dev  ;Sigma-2  ;Std dev  ;Itens-2  ;Std dev  ;LT_mean  ;Std dev  ;Bkg      ;Std dev  ;T0       ;Std dev  ;Area(fit)   ;Area(table) ;
   1     ;46.dat;00001 Unt;0.005000 ;1386     ;8282     ;1.070    ;0.017    ;0.1145   ;0.0012   ;0.0000   ;0.0000   ;40.7638  ;1.2834   ;0.1905   ;0.0009   ;0.0000   ;0.0000   ;59.2362  ;1.2834   ;0.1595   ;0.0001   ;8.4838   ;0.0349   ;1400.0083;0.0125   ;5.73459E+06 ;5.73500E+06 ;
