Dataset  ;Spectrum ;ID       ;Time/ch  ;Fit min  ;Fit max  ;Chi-sqr/x;Std dev  ;Lifet-1  ;Std dev  ;Sigma-1  ;Std dev  ;Itens-1  ;Std dev  ;Lifet-2  ;Std dev  ;Sigma-2  ;Std dev  ;Itens-2  ;Std dev  ;LT_mean  ;Std dev  ;Bkg      ;Std dev  ;T0       ;Std dev  ;Area(fit)   ;Area(table) ;
   1     ;20-80.dat;00001 Unt;0.003000 ;2941     ;8609     ;0.841    ;0.019    ;0.4272   ;0.0002   ;0.0000   ;0.0000   ;99.7570  ;0.0143   ;1.9186   ;0.0708   ;0.0000   ;0.0000   ;0.2430   ;0.0143   ;0.4308   ;0.0002   ;0.5994   ;0.0253   ;2999.8856;0.0290   ;1.00056E+07 ;1.00050E+07 ;
