Dataset  ;Spectrum ;ID       ;Time/ch  ;Fit min  ;Fit max  ;Chi-sqr/x;Std dev  ;Lifet-1  ;Std dev  ;Sigma-1  ;Std dev  ;Itens-1  ;Std dev  ;Lifet-2  ;Std dev  ;Sigma-2  ;Std dev  ;Itens-2  ;Std dev  ;LT_mean  ;Std dev  ;Bkg      ;Std dev  ;T0       ;Std dev  ;Area(fit)   ;Area(table) ;
   1     ;80-20.dat;00001 Unt;0.003000 ;2940     ;8609     ;0.835    ;0.019    ;0.3840   ;0.0002   ;0.0000   ;0.0000   ;99.7578  ;0.0115   ;1.8934   ;0.0610   ;0.0000   ;0.0000   ;0.2422   ;0.0115   ;0.3876   ;0.0002   ;0.6095   ;0.0245   ;2999.8818;0.0279   ;1.00057E+07 ;1.00050E+07 ;
