Dataset  ;Spectrum fil;ID       ;Time/ch  ;Fit min  ;Fit max  ;Chi-sqr/x;Std dev  ;Lifet-1  ;Std dev  ;Sigma-1  ;Std dev  ;Itens-1  ;Std dev  ;Lifet-2  ;Std dev  ;Sigma-2  ;Std dev  ;Itens-2  ;Std dev  ;LT_mean  ;Std dev  ;Bkg      ;Std dev  ;T0       ;Std dev  ;Area(fit)   ;Area(table) ;
   1     ;99,5-1,5.dat;00001 Unt;0.003000 ;2940     ;8609     ;0.828    ;0.019    ;0.3703   ;0.0002   ;0.0000   ;0.0000   ;99.8446  ;0.0059   ;2.5121   ;0.1013   ;0.0000   ;0.0000   ;0.1554   ;0.0059   ;0.3736   ;0.0002   ;0.5171   ;0.0304   ;3000.0111;0.0273   ;1.00052E+07 ;1.00050E+07 ;
