Dataset  ;Spectrum ;ID       ;Time/ch  ;Fit min  ;Fit max  ;Chi-sqr/x;Std dev  ;Lifet-1  ;Std dev  ;Sigma-1  ;Std dev  ;Itens-1  ;Std dev  ;Lifet-2  ;Std dev  ;Sigma-2  ;Std dev  ;Itens-2  ;Std dev  ;LT_mean  ;Std dev  ;Bkg      ;Std dev  ;T0       ;Std dev  ;Area(fit)   ;Area(table) ;
   1     ;50-50.dat;00001 Unt;0.003000 ;2940     ;8609     ;0.850    ;0.019    ;0.4050   ;0.0002   ;0.0000   ;0.0000   ;99.6507  ;0.0197   ;1.5959   ;0.0470   ;0.0000   ;0.0000   ;0.3493   ;0.0197   ;0.4092   ;0.0002   ;0.6555   ;0.0225   ;2999.8217;0.0286   ;1.00059E+07 ;1.00050E+07 ;
